reference,arabic,translation_english
38|21,وَهَلْ أَتَاكَ نَبَأُ الْخَصْمِ إِذْ تَسَوَّرُوا الْمِحْرَابَ,Has the story of the litigants reached you -- of those who entered his private chambers by climbing over the wall?
38|22,إِذْ دَخَلُوا عَلَىٰ دَاوُودَ فَفَزِعَ مِنْهُمْ ۖ قَالُوا لَا تَخَفْ ۖ خَصْمَانِ بَغَىٰ بَعْضُنَا عَلَىٰ بَعْضٍ فَاحْكُم بَيْنَنَا بِالْحَقِّ وَلَا تُشْطِطْ وَاهْدِنَا إِلَىٰ سَوَاءِ الصِّرَاطِ,"As they came upon David -- and he was frightened of them -- they said: “Be not afraid. We are just two litigants: one of us has committed excess against the other. So judge rightly between us, and be not unjust; and guide us to the Right Way."
38|23,إِنَّ هَـٰذَا أَخِي لَهُ تِسْعٌ وَتِسْعُونَ نَعْجَةً وَلِيَ نَعْجَةٌ وَاحِدَةٌ فَقَالَ أَكْفِلْنِيهَا وَعَزَّنِي فِي الْخِطَابِ,"Behold, this is my brother; he has ninety-nine ewes and I have only one ewe.” And yet he said: “Give her into my charge,” and he got the better of me in argument."
38|24,قَالَ لَقَدْ ظَلَمَكَ بِسُؤَالِ نَعْجَتِكَ إِلَىٰ نِعَاجِهِ ۖ وَإِنَّ كَثِيرًا مِّنَ الْخُلَطَاءِ لَيَبْغِي بَعْضُهُمْ عَلَىٰ بَعْضٍ إِلَّا الَّذِينَ آمَنُوا وَعَمِلُوا الصَّالِحَاتِ وَقَلِيلٌ مَّا هُمْ ۗ وَظَنَّ دَاوُودُ أَنَّمَا فَتَنَّاهُ فَاسْتَغْفَرَ رَبَّهُ وَخَرَّ رَاكِعًا وَأَنَابَ ۩,"David said: “He has certainly wronged you in seeking to add your ewe to his ewes; and indeed many who live together commit excesses, one to the other, except those that believe and act righteously; and they are but few.” (While so saying) David realized that it is We Who have put him to test; therefore, he sought the forgiveness of his Lord, and fell down, bowing and penitently turning (to Him)."
38|25,فَغَفَرْنَا لَهُ ذَٰلِكَ ۖ وَإِنَّ لَهُ عِندَنَا لَزُلْفَىٰ وَحُسْنَ مَآبٍ,"Thereupon We forgave him his shortcoming and indeed (an exalted position of) nearness awaits him, and an excellent resort."
38|26,يَا دَاوُودُ إِنَّا جَعَلْنَاكَ خَلِيفَةً فِي الْأَرْضِ فَاحْكُم بَيْنَ النَّاسِ بِالْحَقِّ وَلَا تَتَّبِعِ الْهَوَىٰ فَيُضِلَّكَ عَن سَبِيلِ اللَّهِ ۚ إِنَّ الَّذِينَ يَضِلُّونَ عَن سَبِيلِ اللَّهِ لَهُمْ عَذَابٌ شَدِيدٌ بِمَا نَسُوا يَوْمَ الْحِسَابِ,"(We said to him): “O David, We have appointed you vicegerent on earth. Therefore, rule among people with justice and do not follow (your) desire lest it should lead you astray from Allah's Path. Allah's severe chastisement awaits those who stray away from Allah's Path, for they had forgotten the Day of Reckoning."
38|27,وَمَا خَلَقْنَا السَّمَاءَ وَالْأَرْضَ وَمَا بَيْنَهُمَا بَاطِلًا ۚ ذَٰلِكَ ظَنُّ الَّذِينَ كَفَرُوا ۚ فَوَيْلٌ لِّلَّذِينَ كَفَرُوا مِنَ النَّارِ,We did not create this heaven and earth and all that lies between them in vain. That is the fancy of those who denied the Truth. So woe from the Fire to all who deny the Truth.
38|28,أَمْ نَجْعَلُ الَّذِينَ آمَنُوا وَعَمِلُوا الصَّالِحَاتِ كَالْمُفْسِدِينَ فِي الْأَرْضِ أَمْ نَجْعَلُ الْمُتَّقِينَ كَالْفُجَّارِ,Shall We then treat alike those that believe and act righteously and those that create mischief on earth? Or treat alike the God-fearing and the wicked?
38|29,كِتَابٌ أَنزَلْنَاهُ إِلَيْكَ مُبَارَكٌ لِّيَدَّبَّرُوا آيَاتِهِ وَلِيَتَذَكَّرَ أُولُو الْأَلْبَابِ,"This is the Blessed Book that We have revealed to you, (O Muhammad), that people with understanding may reflect over its verses and those with understanding derive a lesson."
38|30,وَوَهَبْنَا لِدَاوُودَ سُلَيْمَانَ ۚ نِعْمَ الْعَبْدُ ۖ إِنَّهُ أَوَّابٌ,"We bestowed upon David (an illustrious son), Solomon. How excellent a servant (of Ours he was)! Indeed he constantly turned to Us in devotion."
38|31,إِذْ عُرِضَ عَلَيْهِ بِالْعَشِيِّ الصَّافِنَاتُ الْجِيَادُ,And when one evening well-trained and running horses of noble breed were brought to him
38|32,فَقَالَ إِنِّي أَحْبَبْتُ حُبَّ الْخَيْرِ عَن ذِكْرِ رَبِّي حَتَّىٰ تَوَارَتْ بِالْحِجَابِ,"he said: “Lo! I have come to love this wealth on account of the remembrance of my Lord.” And when the horses disappeared,"
38|33,رُدُّوهَا عَلَيَّ ۖ فَطَفِقَ مَسْحًا بِالسُّوقِ وَالْأَعْنَاقِ,"(he ordered): “Bring these horses back to me,” and then he began to gently stroke their shanks and necks."
38|34,وَلَقَدْ فَتَنَّا سُلَيْمَانَ وَأَلْقَيْنَا عَلَىٰ كُرْسِيِّهِ جَسَدًا ثُمَّ أَنَابَ,Surely We put Solomon to the test and cast upon his throne a mere body. Thereupon he penitently turned (to Us).
38|35,قَالَ رَبِّ اغْفِرْ لِي وَهَبْ لِي مُلْكًا لَّا يَنبَغِي لِأَحَدٍ مِّن بَعْدِي ۖ إِنَّكَ أَنتَ الْوَهَّابُ,"He said: “My Lord, forgive me and bestow upon me a kingdom such as none other after me will deserve. Surely You are the Bounteous Giver.”"
38|36,فَسَخَّرْنَا لَهُ الرِّيحَ تَجْرِي بِأَمْرِهِ رُخَاءً حَيْثُ أَصَابَ,"We subjected the wind to him, so that it blew gently at his bidding, wherever he directed it,"
38|37,وَالشَّيَاطِينَ كُلَّ بَنَّاءٍ وَغَوَّاصٍ,and We also subjected the devils to him -- all kinds of builders and divers;
38|38,وَآخَرِينَ مُقَرَّنِينَ فِي الْأَصْفَادِ,and others that were bound with chains.
38|39,هَـٰذَا عَطَاؤُنَا فَامْنُنْ أَوْ أَمْسِكْ بِغَيْرِ حِسَابٍ,“This is Our bestowal. So give or withhold as you wish without account.”
38|40,وَإِنَّ لَهُ عِندَنَا لَزُلْفَىٰ وَحُسْنَ مَآبٍ,Indeed an exalted position of nearness awaits him and an excellent resort.
38|41,وَاذْكُرْ عَبْدَنَا أَيُّوبَ إِذْ نَادَىٰ رَبَّهُ أَنِّي مَسَّنِيَ الشَّيْطَانُ بِنُصْبٍ وَعَذَابٍ,"And remember Our servant Job: when he cried to his Lord: “Behold, Satan has afflicted me with much hardship and suffering.”"
38|42,ارْكُضْ بِرِجْلِكَ ۖ هَـٰذَا مُغْتَسَلٌ بَارِدٌ وَشَرَابٌ,"(We commanded him): “Stamp your foot on earth, and here is cool water to wash with and to drink.”"
38|43,وَوَهَبْنَا لَهُ أَهْلَهُ وَمِثْلَهُم مَّعَهُمْ رَحْمَةً مِّنَّا وَذِكْرَىٰ لِأُولِي الْأَلْبَابِ,"And We granted to him his family and also the like of them, as a mercy from Us, and as a reminder to people of understanding,"
38|44,وَخُذْ بِيَدِكَ ضِغْثًا فَاضْرِب بِّهِ وَلَا تَحْنَثْ ۗ إِنَّا وَجَدْنَاهُ صَابِرًا ۚ نِّعْمَ الْعَبْدُ ۖ إِنَّهُ أَوَّابٌ,"(and We said to him): “Take in your hand a bundle of rushes and strike with it, and do not break your oath.” Indeed We found him steadfast. How excellent a servant (of Ours) he was. Indeed he constantly turned (to his Lord)."
38|45,وَاذْكُرْ عِبَادَنَا إِبْرَاهِيمَ وَإِسْحَاقَ وَيَعْقُوبَ أُولِي الْأَيْدِي وَالْأَبْصَارِ,"And remember Our servants -- Abraham, Isaac and Jacob -- they were endowed with great strength and vision."
38|46,إِنَّا أَخْلَصْنَاهُم بِخَالِصَةٍ ذِكْرَى الدَّارِ,Verily We exalted them in consideration of a sterling quality: their remembrance of the Abode of the Hereafter.
38|47,وَإِنَّهُمْ عِندَنَا لَمِنَ الْمُصْطَفَيْنَ الْأَخْيَارِ,In Our sight they are among the chosen and excellent ones.
38|48,وَاذْكُرْ إِسْمَاعِيلَ وَالْيَسَعَ وَذَا الْكِفْلِ ۖ وَكُلٌّ مِّنَ الْأَخْيَارِ,"And remember Ishmael, Elisha, and Dhu al-Kifl. All were of the best."
38|49,هَـٰذَا ذِكْرٌ ۚ وَإِنَّ لِلْمُتَّقِينَ لَحُسْنَ مَآبٍ,This was a remembrance. An excellent retreat awaits the God-fearing
38|50,جَنَّاتِ عَدْنٍ مُّفَتَّحَةً لَّهُمُ الْأَبْوَابُ,-- everlasting Gardens with gates wide open for them
38|51,مُتَّكِئِينَ فِيهَا يَدْعُونَ فِيهَا بِفَاكِهَةٍ كَثِيرَةٍ وَشَرَابٍ,"wherein they shall recline, wherein they shall ask for abundant fruit and drinks,"
38|52,وَعِندَهُمْ قَاصِرَاتُ الطَّرْفِ أَتْرَابٌ,"and wherein there shall be with them well-matched, bashful mates."
38|53,هَـٰذَا مَا تُوعَدُونَ لِيَوْمِ الْحِسَابِ,All this is what you are promised for the Day of Judgement.
38|54,إِنَّ هَـٰذَا لَرِزْقُنَا مَا لَهُ مِن نَّفَادٍ,"This is Our provision for you, never to end."
38|55,هَـٰذَا ۚ وَإِنَّ لِلطَّاغِينَ لَشَرَّ مَآبٍ,"All this (is for the God-fearing). But for the transgressors, an evil resort awaits them --"
38|56,جَهَنَّمَ يَصْلَوْنَهَا فَبِئْسَ الْمِهَادُ,"Hell, where they will be roasted. An evil place to dwell!"
38|57,هَـٰذَا فَلْيَذُوقُوهُ حَمِيمٌ وَغَسَّاقٌ,"All this (is for them); so let them taste boiling water and pus,"
38|58,وَآخَرُ مِن شَكْلِهِ أَزْوَاجٌ,and other sufferings of the kind.
38|59,هَـٰذَا فَوْجٌ مُّقْتَحِمٌ مَّعَكُمْ ۖ لَا مَرْحَبًا بِهِمْ ۚ إِنَّهُمْ صَالُو النَّارِ,"(Observing their followers advancing to Hell they will say, among themselves: “This is a troop rushing in to you. There is no welcome for them. They are destined to roast in the Fire.”"
38|60,قَالُوا بَلْ أَنتُمْ لَا مَرْحَبًا بِكُمْ ۖ أَنتُمْ قَدَّمْتُمُوهُ لَنَا ۖ فَبِئْسَ الْقَرَارُ,"They will reply: “Rather, no welcome to you. (You will roast in Hell.) It is you who led us to this end. What an evil resort!”"
38|61,قَالُوا رَبَّنَا مَن قَدَّمَ لَنَا هَـٰذَا فَزِدْهُ عَذَابًا ضِعْفًا فِي النَّارِ,"They will say: “Our Lord, give twofold punishment in the Fire to him who has led us to this.”"
38|62,وَقَالُوا مَا لَنَا لَا نَرَىٰ رِجَالًا كُنَّا نَعُدُّهُم مِّنَ الْأَشْرَارِ,They will say to one another: “But why do we not see those whom we considered him among the wicked?
38|63,أَتَّخَذْنَاهُمْ سِخْرِيًّا أَمْ زَاغَتْ عَنْهُمُ الْأَبْصَارُ,Is it that we mistakenly made fun of them; or have they disappeared from our sight?”
38|64,إِنَّ ذَٰلِكَ لَحَقٌّ تَخَاصُمُ أَهْلِ النَّارِ,Verily all this is true. This is how the inmates of the Fire will dispute among themselves.
38|65,قُلْ إِنَّمَا أَنَا مُنذِرٌ ۖ وَمَا مِنْ إِلَـٰهٍ إِلَّا اللَّهُ الْوَاحِدُ الْقَهَّارُ,"Tell them, (O Prophet): “I am nothing but a warner. There is no deity but Allah, the One, the Supreme,"
38|66,رَبُّ السَّمَاوَاتِ وَالْأَرْضِ وَمَا بَيْنَهُمَا الْعَزِيزُ الْغَفَّارُ,"the Lord of the heavens and the earth and all that is in between them, the Most Mighty, the Most Forgiving.”"
38|67,قُلْ هُوَ نَبَأٌ عَظِيمٌ,Say: “This is a tiding of tremendous import
38|68,أَنتُمْ عَنْهُ مُعْرِضُونَ,from which you are turning away.”
38|69,مَا كَانَ لِيَ مِنْ عِلْمٍ بِالْمَلَإِ الْأَعْلَىٰ إِذْ يَخْتَصِمُونَ,(Tell them): “I had no knowledge of the High Council when they were disputing.
38|70,إِن يُوحَىٰ إِلَيَّ إِلَّا أَنَّمَا أَنَا نَذِيرٌ مُّبِينٌ,I am told (about matters) by means of revelation only because I am a clear warner.”
38|71,إِذْ قَالَ رَبُّكَ لِلْمَلَائِكَةِ إِنِّي خَالِقٌ بَشَرًا مِّن طِينٍ,When your Lord said to the angels: “Verily I am creating a human being from clay.
